Einnahmen,Fixe Ausgaben,Geld zur Freien Verfügung,Betrag der Ausgaben,Art der Ausgabe,Datum
452.5,366.5,,,,
,135.09,,,,
,30.0,,,,
,29.0,,,,
,5.99,,,,
,7.49,,,,
,28.0,,,,
,106.0,,,,
