Einnahmen,Fixe Ausgaben,Geld zur Freien Verfügung,Betrag der Ausgaben,Art der Ausgabe,Datum
452.5,5109.0,-6774.5,,,01.07.2025
,1602.2,,,,01.07.2025
,355.8,,,,01.07.2025
,71.1,,,,01.07.2025
,88.9,,,,01.07.2025
