Einnahmen,Fixe Ausgaben,Geld zur Freien Verfügung,Betrag der Ausgaben,Art der Ausgabe,Datum
250,357.5,303.4,,,
538,102.63,,,,
125,30,,,,
,29,,,,
,10.99,,,,
,7.49,,,,
,71.99,,,,
