Einnahmen,Fixe Ausgaben,Geld zur Freien Verfügung,Betrag der Ausgaben,Art der Ausgabe,Datum
566.0,200.0,169.21,,,09.09.2026
,146.29,,,,09.09.2026
,30.0,,,,09.09.2026
,12.0,,,,09.09.2026
,8.5,,,,09.09.2026
